12-19 10:54:49.941 12891 13116 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.685 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.686 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30422.00, 20358.00, 28780.00
12-19 11:20:09.687 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.719 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.720 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30275.00, 20490.00, 28738.00
12-19 11:20:09.721 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.751 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.752 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30456.00, 20385.00, 28728.00
12-19 11:20:09.752 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.787 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.788 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30465.00, 20370.00, 28727.00
12-19 11:20:09.788 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.819 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.820 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30322.00, 20509.00, 28415.00
12-19 11:20:09.821 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.851 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.852 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30469.00, 20302.00, 28864.00
12-19 11:20:09.853 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.887 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.888 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30549.00, 20337.00, 28905.00
12-19 11:20:09.888 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.919 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.920 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30575.00, 20484.00, 28961.00
12-19 11:20:09.920 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.951 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.952 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30483.00, 20380.00, 29061.00
12-19 11:20:09.952 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:09.987 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:09.988 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30463.00, 20443.00, 28802.00
12-19 11:20:09.988 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.019 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.020 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 29982.00, 20533.00, 28829.00
12-19 11:20:10.021 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.055 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.057 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30226.00, 20355.00, 29320.00
12-19 11:20:10.058 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.087 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.088 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30325.00, 20491.00, 29071.00
12-19 11:20:10.089 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.119 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.121 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30619.00, 20315.00, 29078.00
12-19 11:20:10.123 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.156 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.157 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30228.00, 20505.00, 28749.00
12-19 11:20:10.159 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.187 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.188 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30262.00, 20396.00, 29228.00
12-19 11:20:10.190 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.223 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.224 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30414.00, 20447.00, 29009.00
12-19 11:20:10.225 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.255 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.257 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30195.00, 20352.00, 29176.00
12-19 11:20:10.258 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.287 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.288 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30275.00, 20446.00, 28923.00
12-19 11:20:10.290 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.323 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.324 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30316.00, 20432.00, 29029.00
12-19 11:20:10.325 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.355 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.357 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30291.00, 20367.00, 29147.00
12-19 11:20:10.357 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.391 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.392 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 29942.00, 20593.00, 28709.00
12-19 11:20:10.393 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.423 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.425 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30231.00, 20363.00, 29048.00
12-19 11:20:10.426 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.456 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.457 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30426.00, 20393.00, 29416.00
12-19 11:20:10.458 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.491 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.493 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30513.00, 20376.00, 29093.00
12-19 11:20:10.494 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.523 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.525 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30463.00, 20493.00, 29125.00
12-19 11:20:10.526 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.556 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.557 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30368.00, 20506.00, 29034.00
12-19 11:20:10.558 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.591 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.593 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30192.00, 20607.00, 28923.00
12-19 11:20:10.595 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.623 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.624 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30307.00, 20484.00, 28825.00
12-19 11:20:10.625 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.659 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.661 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30462.00, 20577.00, 28989.00
12-19 11:20:10.663 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.691 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.693 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30163.00, 20547.00, 28862.00
12-19 11:20:10.694 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.723 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.725 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30484.00, 20316.00, 29411.00
12-19 11:20:10.726 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.761 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.762 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30322.00, 20468.00, 28897.00
12-19 11:20:10.763 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.791 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.792 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30366.00, 20485.00, 29283.00
12-19 11:20:10.793 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.827 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.828 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30433.00, 20401.00, 28885.00
12-19 11:20:10.829 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.859 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.860 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30474.00, 20528.00, 28617.00
12-19 11:20:10.861 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.891 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.892 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30538.00, 20510.00, 28956.00
12-19 11:20:10.893 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.927 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.928 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30252.00, 20463.00, 29099.00
12-19 11:20:10.928 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.959 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.960 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30084.00, 20561.00, 29385.00
12-19 11:20:10.960 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:10.995 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:10.996 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30520.00, 20478.00, 29195.00
12-19 11:20:10.997 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:11.027 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:11.028 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30374.00, 20515.00, 29150.00
12-19 11:20:11.029 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:11.059 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
12-19 11:20:11.060 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:132): Sleeve max color = 30239.00, 20546.00, 29006.00
12-19 11:20:11.061 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:151): Sleeve position: LEFT
12-19 11:20:11.095 15589 18823 I global  :  RENO - ObjectDetection.sleeveColorDetect(ObjectDetection.java:125): Start Opcv process to detect sleeve color.
